batter,bowling_type,phase,balls_faced,runs_scored,dismissals,boundaries,strike_rate,balls_per_dismissal,dismissal_pct,boundary_pct,sufficient_sample
Ramandeep Singh,Spin,powerplay,3,2,0,0,66.67,,0.0,0.0,False
Ramandeep Singh,Unknown,death,4,12,1,3,300.0,4.0,25.0,75.0,False
Ramandeep Singh,Unknown,middle,14,15,1,2,107.14,14.0,7.14,14.29,False
Rashid Khan,Pace,death,283,457,35,65,161.48,8.1,12.37,22.97,True
Rashid Khan,Pace,middle,38,40,4,5,105.26,9.5,10.53,13.16,True
Rashid Khan,Spin,death,36,71,1,11,197.22,36.0,2.78,30.56,True
Rashid Khan,Spin,middle,46,61,1,6,132.61,46.0,2.17,13.04,True
Rashid Khan,Unknown,death,3,6,1,1,200.0,3.0,33.33,33.33,False
Rasikh Salam,Pace,death,24,31,3,4,129.17,8.0,12.5,16.67,False
Rasikh Salam,Pace,middle,7,7,1,1,100.0,7.0,14.29,14.29,False
Rasikh Salam,Spin,death,3,1,0,0,33.33,,0.0,0.0,False
Rasikh Salam,Spin,middle,8,4,0,0,50.0,,0.0,0.0,False
Ravi Bishnoi,Pace,death,50,35,9,4,70.0,5.6,18.0,8.0,True
Ravi Bishnoi,Pace,middle,12,6,1,0,50.0,12.0,8.33,0.0,False
Ravi Bishnoi,Spin,death,1,1,0,0,100.0,,0.0,0.0,False
Ravi Bishnoi,Spin,middle,6,3,0,0,50.0,,0.0,0.0,False
Ravi Singh,Pace,middle,2,4,1,1,200.0,2.0,50.0,50.0,False
S Anirudha,Pace,death,39,62,3,7,158.97,13.0,7.69,17.95,True
S Anirudha,Pace,middle,18,20,0,2,111.11,,0.0,11.11,False
S Anirudha,Pace,powerplay,16,15,3,3,93.75,5.3,18.75,18.75,False
S Anirudha,Spin,death,13,14,2,1,107.69,6.5,15.38,7.69,False
S Anirudha,Spin,middle,15,14,0,1,93.33,,0.0,6.67,False
S Anirudha,Spin,powerplay,12,11,0,2,91.67,,0.0,16.67,False
S Aravind,Pace,death,42,49,2,6,116.67,21.0,4.76,14.29,True
S Aravind,Pace,middle,5,7,0,1,140.0,,0.0,20.0,False
S Aravind,Spin,death,3,0,0,0,0.0,,0.0,0.0,False
S Aravind,Spin,middle,7,3,1,0,42.86,7.0,14.29,0.0,False
S Arora,Pace,death,41,85,2,13,207.32,20.5,4.88,31.71,True
S Arora,Pace,middle,20,25,1,4,125.0,20.0,5.0,20.0,False
S Arora,Pace,powerplay,1,2,0,0,200.0,,0.0,0.0,False
S Arora,Spin,death,5,2,1,0,40.0,5.0,20.0,0.0,False
S Arora,Spin,middle,4,1,1,0,25.0,4.0,25.0,0.0,False
S Arora,Unknown,death,2,1,1,0,50.0,2.0,50.0,0.0,False
S Arora,Unknown,middle,4,5,0,1,125.0,,0.0,25.0,False
S Badree,Pace,death,8,3,1,0,37.5,8.0,12.5,0.0,False
S Badree,Pace,middle,5,1,1,0,20.0,5.0,20.0,0.0,False
S Badree,Spin,death,6,5,2,0,83.33,3.0,33.33,0.0,False
S Badree,Spin,middle,4,4,1,0,100.0,4.0,25.0,0.0,False
S Badrinath,Pace,death,220,355,14,48,161.36,15.7,6.36,21.82,True
S Badrinath,Pace,middle,380,458,11,62,120.53,34.5,2.89,16.32,True
S Badrinath,Pace,powerplay,194,150,4,23,77.32,48.5,2.06,11.86,True
S Badrinath,Spin,death,58,67,4,6,115.52,14.5,6.9,10.34,True
S Badrinath,Spin,middle,317,379,8,38,119.56,39.6,2.52,11.99,True
S Badrinath,Spin,powerplay,43,32,2,5,74.42,21.5,4.65,11.63,True
S Chanderpaul,Pace,powerplay,31,25,3,4,80.65,10.3,9.68,12.9,True
S Dhawan,Pace,death,324,530,16,76,163.58,20.2,4.94,23.46,True
S Dhawan,Pace,middle,979,1299,29,161,132.69,33.8,2.96,16.45,True
S Dhawan,Pace,powerplay,2208,2691,68,431,121.88,32.5,3.08,19.52,True
S Dhawan,Spin,death,97,138,0,15,142.27,,0.0,15.46,True
S Dhawan,Spin,middle,1144,1387,44,138,121.24,26.0,3.85,12.06,True
S Dhawan,Spin,powerplay,574,724,18,100,126.13,31.9,3.14,17.42,True
S Dube,Pace,death,398,659,26,91,165.58,15.3,6.53,22.86,True
S Dube,Pace,middle,482,656,15,82,136.1,32.1,3.11,17.01,True
S Dube,Pace,powerplay,28,18,0,2,64.29,,0.0,7.14,False
S Dube,Spin,death,57,105,2,13,184.21,28.5,3.51,22.81,True
S Dube,Spin,middle,456,650,20,77,142.54,22.8,4.39,16.89,True
S Dube,Spin,powerplay,18,19,0,2,105.56,,0.0,11.11,False
S Dube,Unknown,middle,25,22,2,2,88.0,12.5,8.0,8.0,False
S Gopal,Pace,death,75,102,9,14,136.0,8.3,12.0,18.67,True
S Gopal,Pace,middle,29,24,0,4,82.76,,0.0,13.79,False
S Gopal,Spin,death,29,33,0,3,113.79,,0.0,10.34,False
S Gopal,Spin,middle,32,21,3,0,65.62,10.7,9.38,0.0,True
S Gopal,Spin,powerplay,4,0,0,0,0.0,,0.0,0.0,False
S Kaul,Pace,death,31,18,2,1,58.06,15.5,6.45,3.23,True
S Kaul,Spin,death,5,2,0,0,40.0,,0.0,0.0,False
S Kaushik,Spin,death,1,0,1,0,0.0,1.0,100.0,0.0,False
S Ladda,Pace,death,1,0,0,0,0.0,,0.0,0.0,False
S Ladda,Pace,middle,4,0,0,0,0.0,,0.0,0.0,False
S Ladda,Spin,death,2,0,0,0,0.0,,0.0,0.0,False
S Ladda,Spin,middle,2,0,0,0,0.0,,0.0,0.0,False
S Lamichhane,Pace,death,1,0,1,0,0.0,1.0,100.0,0.0,False
S Nadeem,Pace,death,35,13,7,1,37.14,5.0,20.0,2.86,True
S Nadeem,Pace,middle,8,1,1,0,12.5,8.0,12.5,0.0,False
S Nadeem,Spin,death,31,17,4,1,54.84,7.8,12.9,3.23,True
S Nadeem,Spin,middle,13,8,0,0,61.54,,0.0,0.0,False
S Narwal,Pace,death,18,25,2,4,138.89,9.0,11.11,22.22,False
S Narwal,Pace,middle,5,7,1,1,140.0,5.0,20.0,20.0,False
S Narwal,Spin,middle,4,5,0,1,125.0,,0.0,25.0,False
S Rana,Pace,death,43,62,1,7,144.19,43.0,2.33,16.28,True
S Rana,Pace,middle,7,2,0,0,28.57,,0.0,0.0,False
S Rana,Pace,powerplay,22,20,1,3,90.91,22.0,4.55,13.64,False
S Rana,Spin,death,7,6,1,0,85.71,7.0,14.29,0.0,False
S Rana,Spin,middle,2,1,1,0,50.0,2.0,50.0,0.0,False
S Randiv,Pace,death,4,2,1,0,50.0,4.0,25.0,0.0,False
S Sohal,Pace,death,6,4,2,0,66.67,3.0,33.33,0.0,False
S Sohal,Pace,middle,30,45,1,8,150.0,30.0,3.33,26.67,True
S Sohal,Pace,powerplay,181,224,8,36,123.76,22.6,4.42,19.89,True
S Sohal,Spin,death,3,0,0,0,0.0,,0.0,0.0,False
S Sohal,Spin,middle,33,40,4,3,121.21,8.2,12.12,9.09,True
S Sohal,Spin,powerplay,39,55,2,5,141.03,19.5,5.13,12.82,True
S Sreesanth,Pace,death,43,34,2,6,79.07,21.5,4.65,13.95,True
S Sreesanth,Spin,death,12,0,1,0,0.0,12.0,8.33,0.0,False
S Sriram,Pace,middle,15,13,1,1,86.67,15.0,6.67,6.67,False
S Sriram,Pace,powerplay,11,13,0,2,118.18,,0.0,18.18,False
S Sriram,Spin,middle,10,5,1,0,50.0,10.0,10.0,0.0,False
S Tyagi,Pace,death,4,3,0,0,75.0,,0.0,0.0,False
S Vidyut,Pace,death,3,0,1,0,0.0,3.0,33.33,0.0,False
S Vidyut,Pace,middle,20,21,2,3,105.0,10.0,10.0,15.0,False
S Vidyut,Pace,powerplay,74,103,4,18,139.19,18.5,5.41,24.32,True
S Vidyut,Spin,middle,10,21,0,3,210.0,,0.0,30.0,False
S Vidyut,Spin,powerplay,2,0,1,0,0.0,2.0,50.0,0.0,False
SA Abbott,Pace,death,13,21,2,3,161.54,6.5,15.38,23.08,False
SA Abbott,Pace,middle,1,0,0,0,0.0,,0.0,0.0,False
SA Abbott,Spin,death,2,1,0,0,50.0,,0.0,0.0,False
SA Abbott,Spin,middle,2,0,0,0,0.0,,0.0,0.0,False
SA Asnodkar,Pace,middle,80,95,5,13,118.75,16.0,6.25,16.25,True
SA Asnodkar,Pace,powerplay,206,275,6,47,133.5,34.3,2.91,22.82,True
SA Asnodkar,Spin,middle,50,50,3,6,100.0,16.7,6.0,12.0,True
SA Asnodkar,Spin,powerplay,3,3,0,0,100.0,,0.0,0.0,False
SA Yadav,Pace,death,362,686,35,111,189.5,10.3,9.67,30.66,True
SA Yadav,Pace,middle,760,1213,38,178,159.61,20.0,5.0,23.42,True
SA Yadav,Pace,powerplay,547,792,17,139,144.79,32.2,3.11,25.41,True
SA Yadav,Spin,death,104,146,8,19,140.38,13.0,7.69,18.27,True
SA Yadav,Spin,middle,1109,1492,29,176,134.54,38.2,2.61,15.87,True
SA Yadav,Spin,powerplay,169,216,2,33,127.81,84.5,1.18,19.53,True
SA Yadav,Unknown,death,2,2,0,0,100.0,,0.0,0.0,False
SA Yadav,Unknown,middle,25,25,1,3,100.0,25.0,4.0,12.0,False
SA Yadav,Unknown,powerplay,6,9,1,1,150.0,6.0,16.67,16.67,False
SB Bangar,Pace,death,15,8,1,0,53.33,15.0,6.67,0.0,False
SB Bangar,Pace,middle,27,13,2,0,48.15,13.5,7.41,0.0,False
SB Bangar,Spin,death,8,24,1,4,300.0,8.0,12.5,50.0,False
SB Bangar,Spin,middle,8,4,1,0,50.0,8.0,12.5,0.0,False
SB Dubey,Pace,death,69,125,5,17,181.16,13.8,7.25,24.64,True
SB Dubey,Pace,middle,21,33,2,5,157.14,10.5,9.52,23.81,False
SB Dubey,Pace,powerplay,6,14,0,3,233.33,,0.0,50.0,False
SB Dubey,Spin,death,11,17,0,2,154.55,,0.0,18.18,False
SB Dubey,Spin,middle,28,22,2,2,78.57,14.0,7.14,7.14,False
SB Dubey,Unknown,death,8,9,1,1,112.5,8.0,12.5,12.5,False
SB Jakati,Pace,death,26,25,1,3,96.15,26.0,3.85,11.54,False
SB Jakati,Spin,death,3,3,0,0,100.0,,0.0,0.0,False
SB Joshi,Pace,death,1,0,1,0,0.0,1.0,100.0,0.0,False
SB Joshi,Pace,middle,5,3,0,0,60.0,,0.0,0.0,False
SB Joshi,Spin,middle,8,3,0,0,37.5,,0.0,0.0,False
SB Styris,Pace,death,20,31,2,4,155.0,10.0,10.0,20.0,False
SB Styris,Pace,middle,59,51,1,5,86.44,59.0,1.69,8.47,True
SB Styris,Pace,powerplay,13,8,0,0,61.54,,0.0,0.0,False
SB Styris,Spin,death,7,9,1,1,128.57,7.0,14.29,14.29,False
SB Styris,Spin,middle,34,32,3,3,94.12,11.3,8.82,8.82,True
SB Wagh,Pace,death,3,2,1,0,66.67,3.0,33.33,0.0,False
SC Ganguly,Pace,death,76,131,7,17,172.37,10.9,9.21,22.37,True
SC Ganguly,Pace,middle,295,283,14,33,95.93,21.1,4.75,11.19,True
SC Ganguly,Pace,powerplay,430,444,16,71,103.26,26.9,3.72,16.51,True
SC Ganguly,Spin,death,27,59,2,8,218.52,13.5,7.41,29.63,False
SC Ganguly,Spin,middle,347,347,9,36,100.0,38.6,2.59,10.37,True
SC Ganguly,Spin,powerplay,88,85,3,14,96.59,29.3,3.41,15.91,True
SD Chitnis,Pace,death,33,37,5,3,112.12,6.6,15.15,9.09,True
SD Chitnis,Pace,middle,42,53,1,8,126.19,42.0,2.38,19.05,True
SD Chitnis,Pace,powerplay,6,1,0,0,16.67,,0.0,0.0,False
SD Chitnis,Spin,death,4,6,0,1,150.0,,0.0,25.0,False
SD Chitnis,Spin,middle,4,2,0,0,50.0,,0.0,0.0,False
SD Hope,Pace,death,4,3,0,0,75.0,,0.0,0.0,False
SD Hope,Pace,middle,18,32,3,3,177.78,6.0,16.67,16.67,False
SD Hope,Pace,powerplay,49,70,2,13,142.86,24.5,4.08,26.53,True
SD Hope,Spin,death,6,8,0,1,133.33,,0.0,16.67,False
SD Hope,Spin,middle,34,62,1,7,182.35,34.0,2.94,20.59,True
SD Hope,Spin,powerplay,11,8,1,0,72.73,11.0,9.09,0.0,False
SD Lad,Pace,powerplay,13,15,1,2,115.38,13.0,7.69,15.38,False
SE Bond,Pace,middle,1,1,0,0,100.0,,0.0,0.0,False
SE Bond,Spin,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
SE Marsh,Pace,death,144,236,13,29,163.89,11.1,9.03,20.14,True
SE Marsh,Pace,middle,512,716,16,95,139.84,32.0,3.12,18.55,True
SE Marsh,Pace,powerplay,602,630,15,103,104.65,40.1,2.49,17.11,True
SE Marsh,Spin,death,20,26,1,2,130.0,20.0,5.0,10.0,False
SE Marsh,Spin,middle,460,732,11,95,159.13,41.8,2.39,20.65,True
SE Marsh,Spin,powerplay,133,149,3,23,112.03,44.3,2.26,17.29,True
SE Rutherford,Pace,death,130,217,13,31,166.92,10.0,10.0,23.85,True
SE Rutherford,Pace,middle,78,119,2,14,152.56,39.0,2.56,17.95,True
SE Rutherford,Pace,powerplay,16,4,1,0,25.0,16.0,6.25,0.0,False
SE Rutherford,Spin,death,30,39,2,4,130.0,15.0,6.67,13.33,True
SE Rutherford,Spin,middle,105,131,3,18,124.76,35.0,2.86,17.14,True
SE Rutherford,Unknown,death,5,10,0,1,200.0,,0.0,20.0,False
SH Johnson,Pace,death,9,7,0,1,77.78,,0.0,11.11,False
SH Johnson,Pace,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
SH Johnson,Unknown,middle,2,1,0,0,50.0,,0.0,0.0,False
SJ Srivastava,Pace,death,5,5,1,0,100.0,5.0,20.0,0.0,False
SK Raina,Pace,death,399,699,16,90,175.19,24.9,4.01,22.56,True
SK Raina,Pace,middle,1094,1456,38,175,133.09,28.8,3.47,16.0,True
SK Raina,Pace,powerplay,924,1260,38,210,136.36,24.3,4.11,22.73,True
SK Raina,Spin,death,128,200,8,21,156.25,16.0,6.25,16.41,True
SK Raina,Spin,middle,1254,1621,49,171,129.27,25.6,3.91,13.64,True
SK Raina,Spin,powerplay,247,300,6,43,121.46,41.2,2.43,17.41,True
SK Rasheed,Pace,powerplay,49,60,3,10,122.45,16.3,6.12,20.41,True
SK Rasheed,Spin,middle,3,2,1,0,66.67,3.0,33.33,0.0,False
SK Rasheed,Spin,powerplay,6,4,1,0,66.67,6.0,16.67,0.0,False
SK Rasheed,Unknown,powerplay,5,5,0,1,100.0,,0.0,20.0,False
SK Trivedi,Pace,death,46,32,7,3,69.57,6.6,15.22,6.52,True
SK Trivedi,Spin,death,12,10,0,1,83.33,,0.0,8.33,False
SK Trivedi,Spin,middle,1,0,0,0,0.0,,0.0,0.0,False
SK Warne,Pace,death,105,102,6,9,97.14,17.5,5.71,8.57,True
SK Warne,Pace,middle,39,28,1,3,71.79,39.0,2.56,7.69,True
SK Warne,Spin,death,27,35,4,5,129.63,6.8,14.81,18.52,False
SK Warne,Spin,middle,43,33,4,3,76.74,10.8,9.3,6.98,True
SL Malinga,Pace,death,79,70,8,9,88.61,9.9,10.13,11.39,True
SL Malinga,Pace,middle,3,2,0,0,66.67,,0.0,0.0,False
SL Malinga,Spin,death,17,16,2,2,94.12,8.5,11.76,11.76,False
SM Curran,Pace,death,175,298,16,46,170.29,10.9,9.14,26.29,True
SM Curran,Pace,middle,118,144,2,16,122.03,59.0,1.69,13.56,True
SM Curran,Pace,powerplay,117,129,5,19,110.26,23.4,4.27,16.24,True
SM Curran,Spin,death,69,133,2,17,192.75,34.5,2.9,24.64,True
SM Curran,Spin,middle,225,240,12,21,106.67,18.8,5.33,9.33,True
SM Curran,Spin,powerplay,13,18,1,2,138.46,13.0,7.69,15.38,False
SM Curran,Unknown,death,7,25,0,4,357.14,,0.0,57.14,False
SM Curran,Unknown,middle,7,10,0,1,142.86,,0.0,14.29,False
SM Harwood,Pace,death,13,8,0,0,61.54,,0.0,0.0,False
SM Harwood,Spin,death,1,1,0,0,100.0,,0.0,0.0,False
SM Katich,Pace,death,14,19,0,1,135.71,,0.0,7.14,False
SM Katich,Pace,middle,35,41,1,6,117.14,35.0,2.86,17.14,True
SM Katich,Pace,powerplay,91,139,4,23,152.75,22.8,4.4,25.27,True
SM Katich,Spin,death,2,1,0,0,50.0,,0.0,0.0,False
SM Katich,Spin,middle,27,35,2,3,129.63,13.5,7.41,11.11,False
SM Katich,Spin,powerplay,17,6,1,1,35.29,17.0,5.88,5.88,False
SM Pollock,Pace,death,36,76,5,13,211.11,7.2,13.89,36.11,True
SM Pollock,Pace,middle,39,52,2,6,133.33,19.5,5.13,15.38,True
SM Pollock,Pace,powerplay,2,1,0,0,50.0,,0.0,0.0,False
SM Pollock,Spin,death,6,4,1,0,66.67,6.0,16.67,0.0,False
SM Pollock,Spin,middle,24,14,0,1,58.33,,0.0,4.17,False
SM Pollock,Spin,powerplay,4,0,0,0,0.0,,0.0,0.0,False
SMSM Senanayake,Pace,death,9,6,0,0,66.67,,0.0,0.0,False
SMSM Senanayake,Spin,death,8,4,0,0,50.0,,0.0,0.0,False
SN Khan,Pace,death,150,263,10,39,175.33,15.0,6.67,26.0,True
SN Khan,Pace,middle,105,126,5,18,120.0,21.0,4.76,17.14,True
SN Khan,Pace,powerplay,91,127,3,22,139.56,30.3,3.3,24.18,True
SN Khan,Spin,death,31,44,3,6,141.94,10.3,9.68,19.35,True
SN Khan,Spin,middle,136,128,9,11,94.12,15.1,6.62,8.09,True
SN Khan,Spin,powerplay,15,28,2,5,186.67,7.5,13.33,33.33,False
SN Khan,Unknown,middle,8,13,0,2,162.5,,0.0,25.0,False
SN Khan,Unknown,powerplay,7,17,0,3,242.86,,0.0,42.86,False
SN Thakur,Pace,death,126,194,16,28,153.97,7.9,12.7,22.22,True
SN Thakur,Pace,middle,44,67,4,10,152.27,11.0,9.09,22.73,True
SN Thakur,Pace,powerplay,4,0,1,0,0.0,4.0,25.0,0.0,False
SN Thakur,Spin,death,36,33,3,3,91.67,12.0,8.33,8.33,True
SN Thakur,Spin,middle,46,49,1,4,106.52,46.0,2.17,8.7,True
SN Thakur,Unknown,death,7,6,0,0,85.71,,0.0,0.0,False
SO Hetmyer,Pace,death,459,831,28,111,181.05,16.4,6.1,24.18,True
SO Hetmyer,Pace,middle,200,269,5,32,134.5,40.0,2.5,16.0,True
SO Hetmyer,Pace,powerplay,59,59,3,9,100.0,19.7,5.08,15.25,True
SO Hetmyer,Spin,death,92,115,6,12,125.0,15.3,6.52,13.04,True
SO Hetmyer,Spin,middle,220,265,8,27,120.45,27.5,3.64,12.27,True
SO Hetmyer,Spin,powerplay,12,15,1,2,125.0,12.0,8.33,16.67,False
SO Hetmyer,Unknown,death,5,10,2,2,200.0,2.5,40.0,40.0,False
SO Hetmyer,Unknown,middle,2,2,0,0,100.0,,0.0,0.0,False
SP Fleming,Pace,middle,44,58,2,8,131.82,22.0,4.55,18.18,True
SP Fleming,Pace,powerplay,104,112,5,18,107.69,20.8,4.81,17.31,True
SP Fleming,Spin,middle,11,18,1,3,163.64,11.0,9.09,27.27,False
SP Fleming,Spin,powerplay,6,8,0,1,133.33,,0.0,16.67,False
SP Goswami,Pace,death,17,20,3,1,117.65,5.7,17.65,5.88,False
SP Goswami,Pace,middle,53,67,4,9,126.42,13.2,7.55,16.98,True
SP Goswami,Pace,powerplay,145,138,7,18,95.17,20.7,4.83,12.41,True
SP Goswami,Spin,death,5,6,1,1,120.0,5.0,20.0,20.0,False
SP Goswami,Spin,middle,53,37,3,2,69.81,17.7,5.66,3.77,True
SP Goswami,Spin,powerplay,22,25,0,4,113.64,,0.0,18.18,False
SP Jackson,Pace,death,22,29,3,2,131.82,7.3,13.64,9.09,False
SP Jackson,Pace,middle,11,10,1,1,90.91,11.0,9.09,9.09,False
SP Jackson,Pace,powerplay,7,6,0,1,85.71,,0.0,14.29,False
SP Jackson,Spin,death,8,5,0,0,62.5,,0.0,0.0,False
SP Jackson,Spin,middle,7,7,1,1,100.0,7.0,14.29,14.29,False
SP Jackson,Spin,powerplay,2,4,1,1,200.0,2.0,50.0,50.0,False
SP Narine,Pace,death,107,113,13,13,105.61,8.2,12.15,12.15,True
SP Narine,Pace,middle,119,222,11,36,186.55,10.8,9.24,30.25,True
SP Narine,Pace,powerplay,588,927,39,171,157.65,15.1,6.63,29.08,True
SP Narine,Spin,death,22,47,5,8,213.64,4.4,22.73,36.36,False
SP Narine,Spin,middle,159,264,18,39,166.04,8.8,11.32,24.53,True
SP Narine,Spin,powerplay,102,247,9,44,242.16,11.3,8.82,43.14,True
SP Narine,Unknown,death,3,0,0,0,0.0,,0.0,0.0,False
SP Narine,Unknown,middle,1,0,1,0,0.0,1.0,100.0,0.0,False
SPD Smith,Pace,death,331,547,21,72,165.26,15.8,6.34,21.75,True
SPD Smith,Pace,middle,470,546,18,57,116.17,26.1,3.83,12.13,True
SPD Smith,Pace,powerplay,323,411,10,66,127.24,32.3,3.1,20.43,True
SPD Smith,Spin,death,103,159,3,20,154.37,34.3,2.91,19.42,True
SPD Smith,Spin,middle,625,733,15,60,117.28,41.7,2.4,9.6,True
SPD Smith,Spin,powerplay,93,99,1,11,106.45,93.0,1.08,11.83,True
SR Dubey,Pace,death,2,4,0,1,200.0,,0.0,50.0,False
SR Tendulkar,Pace,death,109,191,6,29,175.23,18.2,5.5,26.61,True
SR Tendulkar,Pace,middle,368,404,16,46,109.78,23.0,4.35,12.5,True
SR Tendulkar,Pace,powerplay,785,901,17,149,114.78,46.2,2.17,18.98,True
SR Tendulkar,Spin,death,28,33,2,5,117.86,14.0,7.14,17.86,False
SR Tendulkar,Spin,middle,461,563,14,60,122.13,32.9,3.04,13.02,True
SR Tendulkar,Spin,powerplay,197,242,6,36,122.84,32.8,3.05,18.27,True
SR Watson,Pace,death,175,296,15,39,169.14,11.7,8.57,22.29,True
SR Watson,Pace,middle,623,1044,24,153,167.58,26.0,3.85,24.56,True
SR Watson,Pace,powerplay,1007,1147,26,186,113.9,38.7,2.58,18.47,True
SR Watson,Spin,death,70,157,4,25,224.29,17.5,5.71,35.71,True
SR Watson,Spin,middle,684,962,33,124,140.64,20.7,4.82,18.13,True
SR Watson,Spin,powerplay,254,274,14,40,107.87,18.1,5.51,15.75,True
SS Cottrell,Pace,death,2,0,1,0,0.0,2.0,50.0,0.0,False
SS Iyer,Pace,death,343,632,22,89,184.26,15.6,6.41,25.95,True
SS Iyer,Pace,middle,763,1089,27,137,142.73,28.3,3.54,17.96,True
SS Iyer,Pace,powerplay,776,877,32,138,113.02,24.2,4.12,17.78,True
SS Iyer,Spin,death,90,167,6,22,185.56,15.0,6.67,24.44,True
SS Iyer,Spin,middle,933,1216,26,118,130.33,35.9,2.79,12.65,True
SS Iyer,Spin,powerplay,131,152,1,18,116.03,131.0,0.76,13.74,True
SS Iyer,Unknown,death,10,21,0,3,210.0,,0.0,30.0,False
SS Iyer,Unknown,middle,44,72,1,10,163.64,44.0,2.27,22.73,True
SS Iyer,Unknown,powerplay,5,7,0,1,140.0,,0.0,20.0,False
SS Mishra,Pace,death,3,1,0,0,33.33,,0.0,0.0,False
SS Prabhudessai,Pace,death,13,20,2,2,153.85,6.5,15.38,15.38,False
SS Prabhudessai,Pace,middle,23,31,1,4,134.78,23.0,4.35,17.39,False
SS Prabhudessai,Pace,powerplay,10,6,0,1,60.0,,0.0,10.0,False
SS Prabhudessai,Spin,death,7,4,0,1,57.14,,0.0,14.29,False
SS Prabhudessai,Spin,middle,51,63,5,7,123.53,10.2,9.8,13.73,True
SS Prabhudessai,Spin,powerplay,2,2,0,0,100.0,,0.0,0.0,False
SS Shaikh,Spin,middle,7,6,0,1,85.71,,0.0,14.29,False
SS Tiwary,Pace,death,234,341,13,38,145.73,18.0,5.56,16.24,True
SS Tiwary,Pace,middle,373,387,10,34,103.75,37.3,2.68,9.12,True
SS Tiwary,Pace,powerplay,139,149,3,23,107.19,46.3,2.16,16.55,True
SS Tiwary,Spin,death,81,113,5,13,139.51,16.2,6.17,16.05,True
SS Tiwary,Spin,middle,395,484,16,51,122.53,24.7,4.05,12.91,True
SS Tiwary,Spin,powerplay,22,20,0,2,90.91,,0.0,9.09,False
ST Jayasuriya,Pace,middle,90,151,4,23,167.78,22.5,4.44,25.56,True
ST Jayasuriya,Pace,powerplay,351,496,17,85,141.31,20.6,4.84,24.22,True
ST Jayasuriya,Spin,middle,76,103,5,12,135.53,15.2,6.58,15.79,True
ST Jayasuriya,Spin,powerplay,15,18,1,3,120.0,15.0,6.67,20.0,False
STR Binny,Pace,death,211,323,16,36,153.08,13.2,7.58,17.06,True
STR Binny,Pace,middle,212,234,12,25,110.38,17.7,5.66,11.79,True
STR Binny,Pace,powerplay,21,15,0,3,71.43,,0.0,14.29,False
STR Binny,Spin,death,52,74,2,9,142.31,26.0,3.85,17.31,True
STR Binny,Spin,middle,183,231,10,28,126.23,18.3,5.46,15.3,True
STR Binny,Spin,powerplay,4,3,0,0,75.0,,0.0,0.0,False
SU Parakh,Pace,middle,2,0,1,0,0.0,2.0,50.0,0.0,False
SU Parakh,Pace,powerplay,8,13,2,2,162.5,4.0,25.0,25.0,False
SU Parakh,Spin,middle,11,13,1,2,118.18,11.0,9.09,18.18,False
SU Parakh,Spin,powerplay,5,10,0,2,200.0,,0.0,40.0,False
SU Parakh,Unknown,middle,6,9,0,1,150.0,,0.0,16.67,False
SU Parakh,Unknown,powerplay,1,1,0,0,100.0,,0.0,0.0,False
SV Samson,Pace,death,341,644,25,91,188.86,13.6,7.33,26.69,True
SV Samson,Pace,middle,784,1125,36,136,143.49,21.8,4.59,17.35,True
SV Samson,Pace,powerplay,1067,1359,41,222,127.37,26.0,3.84,20.81,True
SV Samson,Spin,death,93,177,5,24,190.32,18.6,5.38,25.81,True
SV Samson,Spin,middle,1170,1585,40,159,135.47,29.2,3.42,13.59,True
SV Samson,Spin,powerplay,193,231,5,31,119.69,38.6,2.59,16.06,True
SV Samson,Unknown,death,12,31,0,6,258.33,,0.0,50.0,False
SV Samson,Unknown,powerplay,11,29,1,6,263.64,11.0,9.09,54.55,False
SW Billings,Pace,death,49,80,6,10,163.27,8.2,12.24,20.41,True
SW Billings,Pace,middle,79,94,6,11,118.99,13.2,7.59,13.92,True
SW Billings,Pace,powerplay,75,99,4,18,132.0,18.8,5.33,24.0,True
SW Billings,Spin,death,21,38,2,4,180.95,10.5,9.52,19.05,False
SW Billings,Spin,middle,142,166,7,15,116.9,20.3,4.93,10.56,True
SW Billings,Spin,powerplay,22,26,0,2,118.18,,0.0,9.09,False
SW Tait,Pace,death,13,11,1,1,84.62,13.0,7.69,7.69,False
SW Tait,Pace,middle,1,1,0,0,100.0,,0.0,0.0,False
SW Tait,Spin,death,4,2,1,0,50.0,4.0,25.0,0.0,False
SW Tait,Spin,middle,8,9,1,1,112.5,8.0,12.5,12.5,False
SZ Mulani,Pace,death,1,1,0,0,100.0,,0.0,0.0,False
Sachin Baby,Pace,death,55,93,3,13,169.09,18.3,5.45,23.64,True
Sachin Baby,Pace,middle,27,26,0,2,96.3,,0.0,7.41,False
Sachin Baby,Pace,powerplay,2,0,1,0,0.0,2.0,50.0,0.0,False
Sachin Baby,Spin,death,5,2,1,0,40.0,5.0,20.0,0.0,False
Sachin Baby,Spin,middle,28,23,3,1,82.14,9.3,10.71,3.57,False
Sachin Baby,Spin,powerplay,1,0,0,0,0.0,,0.0,0.0,False
Sakib Hussain,Pace,death,3,4,0,1,133.33,,0.0,33.33,False
Sakib Hussain,Unknown,death,4,1,0,0,25.0,,0.0,0.0,False
Salil Arora,Spin,middle,9,10,1,1,111.11,9.0,11.11,11.11,False
Salil Arora,Unknown,middle,12,25,0,3,208.33,,0.0,25.0,False
